annual_income,existing_debt,loan_amount,payment_history_score,employment_years,age,debt_to_income,creditworthy
45519.0,9080.0,13394.0,76.4,11.0,48.0,0.49,1
67488.0,5286.0,14696.0,76.3,9.8,37.0,0.3,1
61617.0,3642.0,4282.0,43.4,2.4,36.0,0.13,0
74635.0,0.0,18600.0,86.0,1.5,45.0,0.25,1
32631.0,28450.0,19004.0,73.8,7.4,49.0,1.45,0
62349.0,3174.0,14565.0,90.8,2.6,38.0,0.28,1
69052.0,10230.0,22870.0,76.7,6.4,30.0,0.48,1
18343.0,9785.0,12661.0,86.5,4.1,18.0,1.22,0
28701.0,14459.0,18952.0,77.0,0.0,30.0,1.16,0
15000.0,18526.0,7862.0,90.2,0.0,31.0,1.76,0
45151.0,18884.0,14835.0,77.8,6.9,39.0,0.75,0
62916.0,7335.0,13780.0,68.5,3.8,34.0,0.34,0
77042.0,10663.0,16577.0,100.0,3.8,46.0,0.35,1
51334.0,14261.0,12413.0,83.3,8.8,31.0,0.52,1
79315.0,10010.0,14080.0,78.6,10.7,37.0,0.3,1
25158.0,24859.0,20782.0,50.9,4.9,51.0,1.81,0
19339.0,15928.0,11943.0,50.7,4.6,42.0,1.44,0
49000.0,17879.0,3754.0,74.4,8.0,37.0,0.44,1
56913.0,17303.0,27247.0,72.2,0.6,31.0,0.78,0
49411.0,21388.0,24670.0,60.8,6.9,31.0,0.93,0
15000.0,13448.0,5954.0,72.1,8.2,29.0,1.29,0
48396.0,1625.0,19828.0,93.8,8.7,32.0,0.44,1
26520.0,15198.0,11479.0,80.4,0.0,46.0,1.01,0
62054.0,6789.0,16844.0,52.9,3.0,36.0,0.38,0
56599.0,7771.0,17060.0,68.3,2.5,23.0,0.44,0
33082.0,16691.0,13359.0,57.9,6.4,57.0,0.91,0
40750.0,21906.0,9514.0,64.2,7.9,42.0,0.77,0
30934.0,12170.0,10166.0,63.8,12.0,23.0,0.72,1
48872.0,14471.0,8587.0,62.8,4.0,33.0,0.47,0
67193.0,25618.0,9177.0,51.2,4.0,39.0,0.52,1
32257.0,13926.0,14530.0,68.1,10.6,57.0,0.88,0
59073.0,32813.0,9990.0,61.6,7.2,26.0,0.72,0
40455.0,16524.0,19774.0,26.1,11.1,49.0,0.9,0
35728.0,0.0,25411.0,100.0,7.2,53.0,0.71,1
48073.0,18027.0,10940.0,86.3,1.4,31.0,0.6,0
31366.0,15049.0,16676.0,64.4,0.7,35.0,1.01,0
40034.0,22318.0,18498.0,70.3,0.0,27.0,1.02,0
28438.0,17385.0,18304.0,52.4,8.6,36.0,1.25,0
85365.0,10892.0,15532.0,95.4,10.8,38.0,0.31,1
50635.0,2206.0,20199.0,98.5,13.4,45.0,0.44,1
37405.0,10328.0,18376.0,72.4,9.4,50.0,0.77,1
53852.0,5196.0,6336.0,85.4,10.7,30.0,0.21,1
47978.0,7356.0,21084.0,72.6,3.7,18.0,0.59,0
46023.0,16709.0,21211.0,49.9,1.4,38.0,0.82,0
61055.0,25359.0,9657.0,63.8,9.4,41.0,0.57,1
63635.0,15157.0,15266.0,72.0,7.7,41.0,0.48,1
40451.0,2433.0,19783.0,63.2,6.4,34.0,0.55,1
39635.0,15557.0,13535.0,66.7,7.5,39.0,0.73,0
45049.0,21573.0,22511.0,68.6,7.3,55.0,0.98,0
15000.0,7122.0,31547.0,68.8,11.1,42.0,2.58,0
22727.0,10928.0,9498.0,70.8,11.2,34.0,0.9,1
74604.0,12118.0,5333.0,54.1,8.2,32.0,0.23,0
79609.0,5721.0,17127.0,59.2,9.4,36.0,0.29,1
45517.0,17186.0,20051.0,50.7,8.1,56.0,0.82,0
60378.0,11032.0,13384.0,84.7,4.2,36.0,0.4,1
55603.0,15356.0,25173.0,38.4,9.0,38.0,0.73,0
105420.0,4900.0,5630.0,87.3,0.4,33.0,0.1,1
70152.0,8500.0,19850.0,90.8,10.2,50.0,0.4,1
47697.0,17779.0,10759.0,65.5,1.2,60.0,0.6,0
32800.0,9017.0,27036.0,31.0,7.1,43.0,1.1,0
21084.0,25816.0,28948.0,64.6,2.6,39.0,2.6,0
53662.0,8803.0,9633.0,69.0,8.2,38.0,0.34,1
36386.0,13797.0,11153.0,54.8,5.9,18.0,0.69,0
24399.0,19461.0,21017.0,62.3,0.0,46.0,1.66,0
38362.0,653.0,12290.0,93.0,7.7,39.0,0.34,1
30532.0,0.0,14682.0,80.0,3.7,43.0,0.48,0
80369.0,0.0,15178.0,56.1,9.5,30.0,0.19,1
65870.0,22101.0,1562.0,46.0,6.0,34.0,0.36,1
49856.0,7585.0,14903.0,65.1,7.6,33.0,0.45,1
76639.0,32466.0,10172.0,66.8,2.2,49.0,0.56,0
51393.0,7486.0,11548.0,77.4,3.6,34.0,0.37,1
34497.0,13476.0,25105.0,62.0,4.2,61.0,1.12,0
77416.0,24337.0,6204.0,77.7,9.4,43.0,0.39,1
59700.0,28049.0,20692.0,99.0,12.7,24.0,0.82,1
31330.0,28492.0,13047.0,82.2,2.8,37.0,1.33,0
46574.0,21667.0,13042.0,69.3,10.3,31.0,0.75,1
34239.0,20193.0,20533.0,67.3,0.0,18.0,1.19,0
25110.0,16740.0,17380.0,64.6,1.2,56.0,1.36,0
66671.0,18227.0,18994.0,87.7,2.2,46.0,0.56,1
84369.0,7591.0,21777.0,60.6,0.6,44.0,0.35,0
24826.0,5454.0,12681.0,70.7,0.0,40.0,0.73,0
60133.0,11973.0,10714.0,70.8,7.7,23.0,0.38,1
38288.0,10639.0,7404.0,62.5,5.1,33.0,0.47,1
41232.0,8374.0,9222.0,49.4,7.5,47.0,0.43,0
39337.0,17571.0,35644.0,74.8,8.8,26.0,1.35,1
34448.0,19642.0,23713.0,69.1,7.1,18.0,1.26,0
50873.0,12707.0,5542.0,77.5,8.6,36.0,0.36,1
35043.0,23820.0,5743.0,62.0,5.7,36.0,0.84,1
54868.0,2866.0,18373.0,88.3,1.3,39.0,0.39,1
49096.0,10451.0,18831.0,56.8,10.2,46.0,0.6,1
45699.0,6265.0,18842.0,95.7,3.6,45.0,0.55,1
33664.0,0.0,13215.0,43.8,2.3,41.0,0.39,0
39618.0,11339.0,14122.0,76.5,5.3,51.0,0.64,1
63597.0,11026.0,17295.0,77.1,2.3,21.0,0.45,0
59017.0,24108.0,15601.0,58.1,4.3,44.0,0.67,1
32404.0,17046.0,1000.0,76.4,7.4,45.0,0.56,1
51788.0,3807.0,13391.0,89.2,7.4,24.0,0.33,1
63525.0,26833.0,9040.0,36.7,2.4,21.0,0.56,0
19951.0,21768.0,16226.0,77.5,4.0,30.0,1.9,0
59780.0,16657.0,35897.0,32.6,10.3,31.0,0.88,0
38073.0,10188.0,17572.0,55.5,8.0,46.0,0.73,0
60271.0,4324.0,12805.0,94.4,14.3,31.0,0.28,1
36261.0,9022.0,21453.0,61.3,10.7,29.0,0.84,1
17512.0,20710.0,18379.0,52.4,10.6,31.0,2.23,0
20704.0,27077.0,17941.0,67.0,0.4,50.0,2.17,0
50866.0,24346.0,19248.0,100.0,9.1,38.0,0.86,1
54675.0,8089.0,29396.0,42.5,5.8,36.0,0.69,0
33722.0,3043.0,7084.0,54.2,3.8,37.0,0.3,0
61495.0,13127.0,18315.0,92.5,6.7,52.0,0.51,1
20093.0,0.0,8515.0,97.9,9.8,30.0,0.42,1
48811.0,14585.0,18889.0,68.4,8.0,52.0,0.69,1
28202.0,10819.0,8569.0,51.4,2.5,40.0,0.69,0
38267.0,8272.0,12078.0,100.0,9.0,36.0,0.53,1
50853.0,0.0,12934.0,93.9,3.4,66.0,0.25,1
34513.0,16109.0,21831.0,80.2,6.9,26.0,1.1,0
43078.0,7738.0,21429.0,57.8,4.8,34.0,0.68,0
68113.0,2641.0,6280.0,69.3,5.1,24.0,0.13,1
39616.0,0.0,15385.0,67.6,9.1,48.0,0.39,1
65042.0,11780.0,10033.0,75.0,1.8,57.0,0.34,1
29665.0,26178.0,6190.0,91.8,13.8,56.0,1.09,0
59536.0,25290.0,13481.0,83.2,0.0,51.0,0.65,0
75948.0,8343.0,12841.0,53.8,3.6,36.0,0.28,0
15000.0,7182.0,31987.0,90.6,7.5,34.0,2.61,1
35656.0,15750.0,18031.0,74.7,8.3,20.0,0.95,0
60387.0,4013.0,5357.0,80.3,5.6,60.0,0.16,1
46345.0,14414.0,11047.0,92.0,5.8,43.0,0.55,1
56681.0,18129.0,22150.0,53.3,7.6,33.0,0.71,0
39128.0,21815.0,29619.0,69.5,5.1,53.0,1.31,0
51559.0,11199.0,3898.0,62.0,11.6,27.0,0.29,1
47198.0,10371.0,1841.0,46.5,9.4,42.0,0.26,1
71020.0,4976.0,28097.0,75.2,9.5,36.0,0.47,1
54580.0,5385.0,17727.0,100.0,2.1,45.0,0.42,1
56077.0,10188.0,8922.0,42.4,5.7,37.0,0.34,0
42586.0,14939.0,18742.0,69.5,4.8,22.0,0.79,0
41223.0,19309.0,1000.0,79.6,2.0,39.0,0.49,1
42214.0,5575.0,15024.0,71.8,7.4,50.0,0.49,1
57100.0,23942.0,17295.0,68.3,3.8,38.0,0.72,1
42422.0,9831.0,21470.0,50.5,8.6,47.0,0.74,1
55216.0,11829.0,7903.0,73.5,1.7,26.0,0.36,1
87357.0,6022.0,15600.0,58.6,12.9,38.0,0.25,1
65680.0,0.0,8522.0,37.2,2.4,31.0,0.13,0
44132.0,19072.0,16788.0,87.9,6.9,46.0,0.81,1
71622.0,17895.0,8733.0,84.4,9.2,38.0,0.37,1
42655.0,9749.0,12143.0,70.8,3.7,46.0,0.51,1
15000.0,12536.0,8029.0,73.4,9.4,50.0,1.37,1
31854.0,16128.0,19558.0,86.1,1.1,46.0,1.12,0
16326.0,0.0,21009.0,73.4,11.8,41.0,1.29,1
43673.0,7768.0,13358.0,83.6,6.1,27.0,0.48,1
50332.0,18354.0,15268.0,65.5,3.6,38.0,0.67,0
80176.0,1966.0,4860.0,89.7,4.8,32.0,0.09,1
55885.0,14348.0,12902.0,74.8,9.2,34.0,0.49,1
46056.0,1147.0,14649.0,72.9,3.7,34.0,0.34,1
64929.0,15731.0,33346.0,50.9,3.0,27.0,0.76,0
15000.0,11715.0,7216.0,74.3,5.1,18.0,1.26,1
54241.0,0.0,25249.0,57.5,1.3,31.0,0.47,0
63876.0,21318.0,21978.0,60.4,13.3,40.0,0.68,0
23385.0,6123.0,16964.0,57.8,3.7,23.0,0.99,0
70588.0,5518.0,27310.0,54.0,9.3,38.0,0.47,0
56093.0,13605.0,17605.0,100.0,6.8,59.0,0.56,1
42525.0,21189.0,17724.0,90.0,2.1,49.0,0.92,0
61390.0,3873.0,14628.0,98.8,6.0,56.0,0.3,1
90872.0,12493.0,23565.0,51.7,9.1,42.0,0.4,0
53274.0,15431.0,22675.0,71.1,5.2,51.0,0.72,1
54468.0,17545.0,10620.0,50.6,10.8,30.0,0.52,1
41732.0,13412.0,5765.0,59.6,10.1,31.0,0.46,1
34703.0,9064.0,13579.0,56.2,9.7,18.0,0.65,1
64946.0,5379.0,9400.0,88.6,4.2,51.0,0.23,1
34590.0,12689.0,14555.0,64.1,1.7,55.0,0.79,0
51288.0,3423.0,23662.0,86.0,3.5,32.0,0.53,1
41402.0,0.0,11799.0,79.1,6.8,35.0,0.28,1
58622.0,15492.0,14700.0,100.0,8.2,30.0,0.52,1
56006.0,19231.0,15406.0,47.8,0.0,42.0,0.62,0
68676.0,0.0,20939.0,88.9,6.0,50.0,0.3,1
40820.0,3922.0,1000.0,87.2,6.6,19.0,0.12,1
45142.0,16953.0,10753.0,55.4,4.9,43.0,0.61,0
32382.0,28460.0,16479.0,85.1,11.2,35.0,1.39,1
42003.0,12166.0,23401.0,75.0,7.7,39.0,0.85,0
56791.0,6176.0,11557.0,66.6,11.2,43.0,0.31,1
63626.0,10537.0,1864.0,57.6,5.1,36.0,0.19,0
33401.0,22999.0,19338.0,59.2,9.7,37.0,1.27,0
65653.0,6832.0,10552.0,100.0,12.5,36.0,0.26,1
74401.0,5606.0,6672.0,70.0,11.2,49.0,0.17,1
57442.0,8138.0,10630.0,81.7,1.6,43.0,0.33,1
83782.0,4373.0,13708.0,58.1,5.0,40.0,0.22,0
36072.0,12981.0,10767.0,58.3,4.6,24.0,0.66,0
27596.0,24997.0,1000.0,86.2,8.0,34.0,0.94,1
17983.0,14585.0,21279.0,49.8,8.7,48.0,1.99,0
76929.0,9981.0,23924.0,63.8,2.6,38.0,0.44,1
61779.0,9666.0,19561.0,70.5,6.3,45.0,0.47,1
48999.0,0.0,7036.0,71.7,0.0,57.0,0.14,1
55039.0,19065.0,13590.0,67.3,11.8,49.0,0.59,1
29741.0,11377.0,14954.0,75.9,4.0,39.0,0.89,1
94024.0,10556.0,19192.0,80.4,6.2,32.0,0.32,1
52326.0,37545.0,19678.0,81.0,4.8,18.0,1.09,0
51969.0,14390.0,9861.0,55.2,10.6,36.0,0.47,1
63064.0,5986.0,15574.0,65.7,0.0,34.0,0.34,1
58658.0,8589.0,18201.0,87.9,5.9,42.0,0.46,1
54030.0,21188.0,25191.0,83.4,5.6,36.0,0.86,1
35771.0,12906.0,19932.0,49.4,4.2,34.0,0.92,0
58486.0,494.0,20523.0,75.3,12.9,18.0,0.36,1
83876.0,19354.0,15587.0,40.3,2.5,28.0,0.42,0
74218.0,6655.0,24873.0,70.7,9.1,43.0,0.42,1
78677.0,26986.0,17868.0,98.5,7.4,57.0,0.57,1
40798.0,20640.0,8972.0,55.8,11.0,37.0,0.73,0
32187.0,8421.0,24824.0,57.5,3.3,42.0,1.03,0
47736.0,22248.0,19885.0,81.5,3.1,48.0,0.88,1
51003.0,12543.0,11899.0,46.9,10.4,29.0,0.48,0
69695.0,18822.0,11644.0,60.5,7.7,42.0,0.44,1
19536.0,15878.0,17076.0,78.9,0.0,30.0,1.69,0
77532.0,5229.0,18242.0,60.5,3.8,48.0,0.3,1
47156.0,6852.0,16381.0,66.5,7.5,40.0,0.49,1
42316.0,20240.0,17179.0,81.2,9.4,41.0,0.88,1
31782.0,9322.0,26900.0,76.3,3.3,29.0,1.14,0
20213.0,8771.0,22501.0,74.0,0.0,46.0,1.55,0
64817.0,4359.0,16334.0,64.9,8.1,61.0,0.32,1
51320.0,15389.0,21589.0,75.6,1.1,27.0,0.72,0
26781.0,28500.0,7772.0,68.1,0.0,34.0,1.35,0
26689.0,3460.0,17785.0,76.9,0.0,41.0,0.8,0
43956.0,12194.0,27665.0,62.5,9.3,47.0,0.91,0
80042.0,23298.0,13474.0,67.3,6.5,32.0,0.46,1
45327.0,11363.0,9067.0,55.2,5.1,18.0,0.45,0
22943.0,15619.0,10435.0,69.5,11.6,53.0,1.14,0
45577.0,3501.0,7373.0,57.8,8.5,46.0,0.24,1
45091.0,15426.0,9507.0,53.3,12.5,19.0,0.55,1
15000.0,10503.0,12406.0,73.9,0.4,31.0,1.53,0
49023.0,19886.0,5161.0,73.2,5.9,55.0,0.51,1
45843.0,21499.0,15109.0,81.7,0.0,54.0,0.8,1
62532.0,32717.0,21316.0,63.5,5.1,48.0,0.86,0
83281.0,16637.0,8646.0,76.1,5.0,36.0,0.3,1
70278.0,14606.0,25635.0,78.3,8.5,39.0,0.57,1
45160.0,13555.0,18576.0,76.7,6.2,37.0,0.71,0
30083.0,9175.0,22214.0,57.6,8.5,50.0,1.04,0
96320.0,14708.0,10395.0,72.2,8.8,28.0,0.26,1
51066.0,9637.0,20982.0,75.5,14.6,29.0,0.6,1
50251.0,13348.0,7356.0,70.1,4.7,49.0,0.41,0
49566.0,22541.0,21232.0,38.7,2.2,38.0,0.88,0
53566.0,3948.0,16203.0,72.4,7.0,53.0,0.38,1
47402.0,21119.0,18873.0,100.0,2.8,31.0,0.84,1
39674.0,22537.0,6771.0,64.6,11.9,37.0,0.74,1
40157.0,11055.0,8735.0,59.1,4.9,28.0,0.49,0
49410.0,0.0,19181.0,75.6,3.7,38.0,0.39,1
40218.0,7137.0,8362.0,74.7,4.1,22.0,0.39,0
37169.0,22376.0,18242.0,87.9,8.9,33.0,1.09,1
51916.0,11817.0,5430.0,51.1,5.4,22.0,0.33,0
45410.0,4006.0,20937.0,81.0,3.4,46.0,0.55,0
77072.0,7962.0,6372.0,78.9,12.7,46.0,0.19,1
15000.0,18725.0,18866.0,67.9,2.6,19.0,2.51,0
69647.0,16374.0,19379.0,75.1,6.1,53.0,0.51,1
72430.0,10089.0,10123.0,85.4,8.6,65.0,0.28,1
15000.0,9065.0,19074.0,83.1,0.0,39.0,1.88,0
43832.0,8866.0,16823.0,52.9,7.9,31.0,0.59,1
43314.0,4621.0,11228.0,82.3,1.8,69.0,0.37,1
24665.0,24923.0,7940.0,69.0,9.3,23.0,1.33,1
35999.0,9421.0,1262.0,71.1,2.1,38.0,0.3,1
30010.0,21737.0,17448.0,71.1,8.8,40.0,1.31,0
81541.0,24171.0,4046.0,67.7,10.4,53.0,0.35,1
66842.0,19986.0,15667.0,87.9,9.4,42.0,0.53,1
72888.0,8547.0,13156.0,68.7,7.0,33.0,0.3,1
62990.0,15230.0,19754.0,53.2,5.1,28.0,0.56,0
29677.0,11806.0,12886.0,64.1,3.7,34.0,0.83,0
40559.0,4770.0,12694.0,72.7,11.9,27.0,0.43,1
58809.0,14595.0,20123.0,88.4,3.2,39.0,0.59,1
28002.0,2568.0,17345.0,79.0,1.9,32.0,0.71,0
62834.0,21501.0,17213.0,57.2,8.7,22.0,0.62,1
45674.0,8283.0,18285.0,100.0,2.8,52.0,0.58,1
43253.0,13609.0,4251.0,74.0,2.2,33.0,0.41,0
62797.0,14266.0,20298.0,89.1,0.2,24.0,0.55,0
57997.0,9929.0,19287.0,67.7,4.1,36.0,0.5,0
43503.0,16694.0,7883.0,78.0,5.7,39.0,0.56,1
70868.0,8201.0,13291.0,82.6,7.0,19.0,0.3,1
30541.0,18970.0,14725.0,88.3,9.8,42.0,1.1,1
61087.0,1232.0,14059.0,85.9,8.1,26.0,0.25,1
60676.0,13011.0,17337.0,83.1,5.2,57.0,0.5,1
44428.0,27511.0,25020.0,65.3,5.2,44.0,1.18,0
55870.0,3997.0,22572.0,61.4,8.0,34.0,0.48,1
27480.0,6578.0,5814.0,75.0,11.1,30.0,0.45,1
66632.0,16111.0,19354.0,84.0,6.5,37.0,0.53,1
46672.0,13437.0,24303.0,66.7,4.1,45.0,0.81,0
40591.0,14805.0,17708.0,86.0,2.0,38.0,0.8,1
68882.0,15913.0,22637.0,91.8,0.2,36.0,0.56,1
37322.0,17078.0,29086.0,56.3,8.7,39.0,1.24,0
24648.0,20878.0,22166.0,57.4,8.3,31.0,1.75,0
21981.0,15279.0,16745.0,67.9,8.3,34.0,1.46,0
60908.0,10070.0,22316.0,74.6,5.5,18.0,0.53,0
26952.0,17381.0,16014.0,62.1,11.6,49.0,1.24,0
81586.0,27199.0,15167.0,90.3,4.1,41.0,0.52,1
15000.0,10939.0,12540.0,76.4,9.8,29.0,1.57,1
80536.0,4204.0,25944.0,70.6,5.8,59.0,0.37,1
53798.0,20857.0,9271.0,48.5,3.6,39.0,0.56,0
48259.0,11037.0,25727.0,50.3,8.4,27.0,0.76,1
40191.0,0.0,18499.0,74.2,7.6,47.0,0.46,1
57184.0,18779.0,5205.0,38.0,7.4,42.0,0.42,0
49323.0,7717.0,17574.0,85.2,6.3,42.0,0.51,0
69859.0,11276.0,1000.0,67.6,5.8,33.0,0.18,1
52056.0,14656.0,19379.0,100.0,15.6,43.0,0.65,1
52705.0,13524.0,21197.0,100.0,10.7,35.0,0.66,1
43455.0,17676.0,10854.0,67.3,8.9,44.0,0.66,1
48975.0,8516.0,15865.0,68.4,6.4,18.0,0.5,1
55540.0,16105.0,28679.0,84.9,10.0,33.0,0.81,1
19217.0,9924.0,11460.0,95.5,8.1,57.0,1.11,1
25733.0,17910.0,7588.0,45.4,6.1,30.0,0.99,0
63379.0,16923.0,25372.0,43.2,4.8,31.0,0.67,0
53076.0,4516.0,28738.0,60.7,5.7,33.0,0.63,0
46688.0,20688.0,15026.0,78.7,0.0,25.0,0.76,1
50332.0,7712.0,22080.0,77.5,6.8,18.0,0.59,1
56256.0,18464.0,24390.0,86.0,4.0,35.0,0.76,1
40284.0,14938.0,9803.0,52.0,12.4,39.0,0.61,0
35991.0,26705.0,11603.0,35.3,6.1,37.0,1.06,0
53525.0,10212.0,23616.0,82.9,1.2,36.0,0.63,1
32389.0,9205.0,26795.0,57.6,5.8,38.0,1.11,0
57349.0,11845.0,18940.0,39.7,1.8,49.0,0.54,0
19353.0,9575.0,8841.0,72.2,7.9,36.0,0.95,0
68525.0,18400.0,28909.0,81.9,7.2,32.0,0.69,1
58507.0,0.0,11283.0,68.2,9.8,35.0,0.19,1
54609.0,3571.0,12654.0,63.1,2.8,44.0,0.3,1
67688.0,3458.0,17396.0,67.6,6.1,54.0,0.31,1
79979.0,19602.0,25879.0,64.4,0.5,31.0,0.57,1
68259.0,25685.0,20978.0,49.8,8.8,39.0,0.68,0
16864.0,11164.0,17904.0,59.3,8.1,42.0,1.72,0
26968.0,10649.0,18243.0,77.8,8.0,27.0,1.07,0
38753.0,12560.0,15305.0,74.8,6.0,38.0,0.72,0
50470.0,21295.0,18907.0,72.5,7.7,22.0,0.8,0
59318.0,4581.0,1000.0,55.1,12.4,19.0,0.09,1
36937.0,13907.0,12924.0,67.3,4.9,42.0,0.73,0
53362.0,19802.0,16689.0,37.3,6.6,34.0,0.68,0
36403.0,16009.0,6943.0,72.7,1.7,40.0,0.63,0
38993.0,13517.0,17704.0,91.4,2.5,38.0,0.8,0
24680.0,20008.0,13569.0,47.9,6.4,27.0,1.36,0
33382.0,0.0,27288.0,61.2,10.4,38.0,0.82,1
25670.0,17423.0,26011.0,74.9,5.0,24.0,1.69,0
32434.0,6767.0,11739.0,88.8,5.1,53.0,0.57,1
68966.0,0.0,13944.0,63.3,4.4,23.0,0.2,1
32911.0,16090.0,14482.0,59.6,3.9,36.0,0.93,0
97383.0,22989.0,11838.0,40.5,7.2,27.0,0.36,0
58880.0,10900.0,16365.0,71.6,0.0,44.0,0.46,0
53327.0,19623.0,9692.0,100.0,11.1,34.0,0.55,1
34550.0,24898.0,7086.0,74.2,3.3,32.0,0.93,1
62606.0,22519.0,19359.0,69.7,8.9,47.0,0.67,1
39639.0,25120.0,19407.0,74.8,0.9,38.0,1.12,0
52196.0,17937.0,9370.0,69.8,8.7,44.0,0.52,1
96082.0,12603.0,21267.0,57.8,8.7,27.0,0.35,1
48271.0,0.0,10579.0,82.3,7.5,23.0,0.22,1
70687.0,10032.0,16772.0,73.4,2.0,39.0,0.38,0
37343.0,5254.0,20742.0,70.3,7.0,34.0,0.7,1
49370.0,29368.0,14765.0,55.4,1.3,45.0,0.89,0
81874.0,10593.0,18183.0,89.6,5.0,37.0,0.35,1
38715.0,12986.0,11385.0,80.0,10.1,40.0,0.63,1
82624.0,16412.0,13625.0,61.7,9.2,20.0,0.36,1
62740.0,12349.0,13559.0,85.0,6.1,59.0,0.41,1
39876.0,25560.0,9774.0,62.5,2.1,36.0,0.89,0
61383.0,7019.0,13763.0,58.3,8.6,46.0,0.34,0
67506.0,13557.0,4160.0,58.6,6.1,29.0,0.26,0
61193.0,6060.0,11562.0,43.4,0.0,41.0,0.29,0
21736.0,1440.0,13006.0,77.1,9.1,24.0,0.66,1
36912.0,7106.0,13207.0,42.5,5.9,43.0,0.55,0
45545.0,11704.0,13310.0,51.6,10.8,34.0,0.55,1
48660.0,8566.0,14568.0,38.9,1.6,38.0,0.48,0
61172.0,6461.0,18356.0,68.7,0.0,46.0,0.41,0
53199.0,749.0,21122.0,67.7,7.1,24.0,0.41,1
25964.0,11335.0,10452.0,65.1,7.2,30.0,0.84,0
56844.0,0.0,6578.0,54.4,0.0,43.0,0.12,0
60991.0,18080.0,7706.0,52.4,2.1,61.0,0.42,0
60076.0,12660.0,11590.0,77.0,17.0,36.0,0.4,1
69454.0,340.0,12537.0,61.7,4.8,45.0,0.19,1
65011.0,9526.0,9610.0,74.7,8.9,37.0,0.29,1
58265.0,5983.0,5927.0,56.7,3.4,59.0,0.2,0
48737.0,14553.0,11807.0,72.7,0.0,19.0,0.54,0
20103.0,22724.0,16270.0,89.5,5.3,39.0,1.94,1
57733.0,0.0,19165.0,78.8,4.9,20.0,0.33,1
53738.0,12920.0,11098.0,63.8,4.4,18.0,0.45,0
54888.0,10719.0,12109.0,73.9,5.5,41.0,0.42,1
27019.0,17371.0,8513.0,66.4,7.1,40.0,0.96,0
30541.0,13706.0,14780.0,70.1,5.4,35.0,0.93,0
68957.0,5984.0,9061.0,65.1,0.9,37.0,0.22,1
49288.0,9448.0,19012.0,67.5,7.9,70.0,0.58,1
62267.0,5632.0,2499.0,73.2,0.0,35.0,0.13,1
50510.0,20608.0,12483.0,55.1,0.0,44.0,0.66,0
50536.0,12170.0,17108.0,54.8,9.0,31.0,0.58,1
66889.0,27210.0,16287.0,49.2,8.0,41.0,0.65,0
40711.0,11515.0,33851.0,46.0,5.8,35.0,1.11,0
51730.0,6333.0,17449.0,51.7,0.4,33.0,0.46,0
41679.0,0.0,7972.0,72.4,3.2,58.0,0.19,1
42179.0,0.0,14332.0,56.6,4.9,51.0,0.34,0
44435.0,0.0,2566.0,77.7,0.0,40.0,0.06,1
53998.0,14137.0,14436.0,70.5,3.0,18.0,0.53,0
41383.0,16070.0,9169.0,40.5,8.6,34.0,0.61,0
72604.0,0.0,21408.0,79.8,11.7,68.0,0.29,1
33897.0,19160.0,11153.0,82.2,4.3,35.0,0.89,0
46636.0,8136.0,14183.0,55.1,9.0,50.0,0.48,1
42085.0,13174.0,10551.0,76.3,0.0,54.0,0.56,0
76046.0,24898.0,27172.0,57.2,8.6,40.0,0.68,0
53538.0,19175.0,12751.0,71.5,2.8,29.0,0.6,0
68573.0,9852.0,27828.0,51.0,7.2,18.0,0.55,0
23260.0,4870.0,20699.0,43.1,5.0,46.0,1.1,0
54807.0,0.0,18374.0,64.3,11.3,29.0,0.34,1
66013.0,6247.0,17581.0,68.1,2.5,40.0,0.36,0
51481.0,10311.0,17757.0,64.0,8.5,24.0,0.55,1
69179.0,4103.0,1506.0,52.2,4.9,35.0,0.08,1
40689.0,10950.0,13048.0,64.0,5.4,38.0,0.59,1
75368.0,12615.0,20916.0,74.0,5.3,41.0,0.44,1
91380.0,10201.0,14658.0,69.3,2.6,26.0,0.27,0
43469.0,6800.0,5164.0,72.7,5.9,51.0,0.28,1
41981.0,13349.0,14633.0,59.9,5.7,31.0,0.67,1
76161.0,15536.0,26929.0,87.6,7.0,20.0,0.56,1
78432.0,3277.0,23728.0,52.4,6.3,37.0,0.34,0
40589.0,23287.0,14566.0,77.3,9.2,38.0,0.93,1
42437.0,11211.0,21660.0,87.7,9.7,40.0,0.77,1
44928.0,12151.0,12434.0,77.2,1.8,53.0,0.55,0
25800.0,17666.0,3073.0,67.0,9.5,35.0,0.8,1
33464.0,13866.0,8529.0,62.1,1.3,37.0,0.67,0
31925.0,19625.0,25940.0,85.5,8.4,26.0,1.43,0
36180.0,14297.0,13082.0,48.7,8.5,47.0,0.76,0
49376.0,7101.0,13296.0,55.4,0.0,40.0,0.41,0
54216.0,14892.0,12901.0,64.0,6.4,33.0,0.51,0
77909.0,2850.0,28329.0,88.6,4.1,18.0,0.4,1
32030.0,12868.0,26382.0,75.7,3.0,54.0,1.23,0
67718.0,11734.0,30531.0,55.5,11.4,24.0,0.62,0
46148.0,10335.0,13887.0,65.3,3.4,31.0,0.52,0
49110.0,10972.0,17069.0,60.8,2.8,42.0,0.57,0
62147.0,0.0,4384.0,59.4,6.3,25.0,0.07,1
29791.0,7610.0,25339.0,84.7,8.7,22.0,1.11,1
56883.0,12743.0,6826.0,49.4,5.4,18.0,0.34,0
52996.0,13279.0,16517.0,94.1,10.7,46.0,0.56,1
